anr,datum,legisjahr,rechtsform_name,titel_kurz_d,anzahl,beteiligung,annahme,volkja-proz,berecht,stimmen,gultig,leer,hauptgruppe,untergruppe,kleinstgruppe,br-pos,sr-pos,nr-pos,bv-pos,srja,srnein,nrja,nrnein,sammeltempo,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-ucsp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,anneepolitique,curiavista-de,swissvoteslink,rechtsform
399.0,1993-11-28,1991-1995,Obligatorisches Referendum,Einführung der Mehrwertsteuer,6,45.41,1.0,66.66,4565751.0,2073194.0,2021431.0,48433.0,Öffentliche Finanzen,Finanzordnung,,1.0,1,1,1,38,1,98,30,0,1.0,1.0,1.0,,1.0,5.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/17398,https://www.parlament.ch/afs/data/d/gesch/1991/d_gesch_19910079_620.htm,https://swissvotes.ch/vote/399.00,1
400.0,1993-11-28,1991-1995,Obligatorisches Referendum,"Mehrwertsteuer-Satz 6,5%",6,45.38,1.0,57.72,4565751.0,2071952.0,2016326.0,52257.0,Öffentliche Finanzen,Steuerwesen,Indirekte Steuern,1.0,1,1,1,35,3,127,15,0,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,,,1.0,,2.0,1.0,,,5.0,5.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/17398,https://www.parlament.ch/afs/data/d/gesch/1991/d_gesch_19910079_620.htm,https://swissvotes.ch/vote/400.00,1
401.0,1993-11-28,1991-1995,Obligatorisches Referendum,Mehrwertsteuerprozent für die AHV,6,45.39,1.0,62.59,4565751.0,2072283.0,2011254.0,57503.0,Öffentliche Finanzen,Steuerwesen,Indirekte Steuern,1.0,1,1,1,36,0,122,11,0,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,,,1.0,,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/17398,https://www.parlament.ch/afs/data/d/gesch/1991/d_gesch_19910079_620.htm,https://swissvotes.ch/vote/401.00,1
402.0,1993-11-28,1991-1995,Obligatorisches Referendum,Bundesbeschluss über besondere Verbrauchssteuern,6,45.39,1.0,60.65,4565751.0,2072208.0,1998398.0,70176.0,Öffentliche Finanzen,Steuerwesen,Indirekte Steuern,1.0,1,1,1,39,0,130,4,0,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/17398,https://www.parlament.ch/afs/data/d/gesch/1991/d_gesch_19910079_620.htm,https://swissvotes.ch/vote/402.00,1
403.0,1993-11-28,1991-1995,Volksinitiative,Initiative «zur Verminderung der Alkoholprobleme»,6,45.49,0.0,25.26,4565751.0,2076808.0,2043219.0,30516.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,2.0,2,2,2,3,32,48,86,202,2.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,2.0,,2.0,1.0,,,2.0,2.0,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/57719,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920031_620.htm,https://swissvotes.ch/vote/403.00,3
404.0,1993-11-28,1991-1995,Volksinitiative,Initiative «zur Verminderung der Tabakprobleme»,6,45.5,0.0,25.52,4565751.0,2077305.0,2043318.0,30999.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,2.0,2,2,2,3,30,49,90,211,2.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,2.0,,2.0,1.0,,,2.0,2.0,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/57719,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920031_620.htm,https://swissvotes.ch/vote/404.00,3
405.0,1994-02-20,1991-1995,Obligatorisches Referendum,Weiterführung Autobahnvignette,5,40.8,1.0,68.48,4567573.0,1863398.0,1839486.0,21337.0,Verkehr & Infrastruktur,Strassenverkehr,,1.0,1,1,1,30,0,116,19,0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,1.0,,5.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/62273,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920012_620.htm,https://swissvotes.ch/vote/405.00,1
406.0,1994-02-20,1991-1995,Obligatorisches Referendum,Weiterführung der Schwerverkehrsabgabe,5,40.78,1.0,72.23,4567573.0,1862531.0,1833464.0,26348.0,Verkehr & Infrastruktur,Strassenverkehr,Schwerverkehr,1.0,1,1,1,31,0,107,27,0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,,,1.0,,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/62273,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920012_620.htm,https://swissvotes.ch/vote/406.00,1
407.0,1994-02-20,1991-1995,Obligatorisches Referendum,Einführung einer leistungsabhängigen Schwerverkehrsabgabe,5,40.75,1.0,67.14,4567573.0,1861208.0,1819541.0,38812.0,Verkehr & Infrastruktur,Strassenverkehr,Schwerverkehr,1.0,1,1,1,32,0,104,37,0,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,1.0,,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920012_620.htm,https://swissvotes.ch/vote/407.00,1
408.0,1994-02-20,1991-1995,Volksinitiative,Alpen-Initiative,5,40.83,1.0,51.91,4567573.0,1865111.0,1838853.0,23436.0,Verkehr & Infrastruktur,Verkehrspolitik,Transitverkehr,2.0,2,2,2,2,23,60,90,293,2.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,,,2.0,,2.0,1.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/21495,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920016_620.htm,https://swissvotes.ch/vote/408.00,3
409.0,1994-02-20,1991-1995,Fakultatives Referendum,Luftfahrtgesetz,5,40.64,1.0,61.07,4567573.0,1856045.0,1771559.0,80734.0,Verkehr & Infrastruktur,Luftverkehr,,1.0,1,1,1,33,4,99,44,.,1.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/22443,https://www.parlament.ch/afs/data/d/gesch/1991/d_gesch_19910076_620.htm,https://swissvotes.ch/vote/409.00,2
410.0,1994-06-12,1991-1995,Obligatorisches Referendum,Kulturförderungsartikel,3,46.62,0.0,50.98,4572713.0,2131789.0,2077213.0,50640.0,"Kultur, Religion & Medien",Kulturpolitik,,1.0,1,1,1,27,5,87,27,0,1.0,1.0,2.0,,1.0,1.0,,,1.0,2.0,2.0,2.0,2.0,,,1.0,,2.0,1.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/59195,https://www.parlament.ch/afs/data/d/gesch/1991/d_gesch_19910073_620.htm,https://swissvotes.ch/vote/410.00,1
411.0,1994-06-12,1991-1995,Obligatorisches Referendum,Erleichterte Einbürgerung für junge Ausländer,3,46.75,0.0,52.84,4572713.0,2137944.0,2108615.0,25899.0,Staatsordnung,Rechtsordnung,Bürgerrecht,1.0,1,1,1,37,0,134,19,0,1.0,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/2561,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920079_620.htm,https://swissvotes.ch/vote/411.00,1
412.0,1994-06-12,1991-1995,Fakultatives Referendum,UNO-Blauhelme,3,46.78,0.0,42.77,4572713.0,2138973.0,2103362.0,31998.0,Aussenpolitik,Internationale Organisationen,UNO,1.0,1,1,1,37,0,127,23,996,1.0,1.0,2.0,,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/59387,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920071_620.htm,https://swissvotes.ch/vote/412.00,2
413.0,1994-09-25,1991-1995,Obligatorisches Referendum,Aufhebung der Brotgetreideverbilligung,2,45.51,1.0,64.59,4576512.0,2082706.0,1995076.0,82941.0,Landwirtschaft,Pflanzliche Produktion,,1.0,1,1,1,38,0,161,0,0,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,3.0,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930078,https://swissvotes.ch/vote/413.00,1
414.0,1994-09-25,1991-1995,Fakultatives Referendum,Verbot der Rassendiskriminierung,2,45.9,1.0,54.65,4576512.0,2100739.0,2072637.0,24910.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,1.0,1,1,1,34,0,114,13,.,1.0,1.0,1.0,,1.0,1.0,,,1.0,2.0,5.0,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/1203,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920029_620.htm,https://swissvotes.ch/vote/414.00,2
415.0,1994-12-04,1991-1995,Fakultatives Referendum,Krankenversicherungsgesetz,3,43.98,1.0,51.8,4580035.0,2014475.0,1971535.0,37612.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Kranken- und Unfallversicherung,1.0,1,1,1,35,1,124,38,.,1.0,1.0,2.0,,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/28339,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19910071,https://swissvotes.ch/vote/415.00,2
416.0,1994-12-04,1991-1995,Volksinitiative,Initiative «für eine gesunde Krankenversicherung»,3,43.98,0.0,23.45,4580035.0,2014250.0,1964851.0,43849.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Kranken- und Unfallversicherung,2.0,2,2,2,2,41,42,104,190,2.0,1.0,2.0,,2.0,5.0,,,1.0,2.0,2.0,2.0,5.0,,,2.0,,2.0,2.0,,,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/30064,https://www.parlament.ch/afs/data/d/gesch/1991/d_gesch_19910070_620.htm,https://swissvotes.ch/vote/416.00,3
417.0,1994-12-04,1991-1995,Fakultatives Referendum,Zwangsmassnahmen im Ausländerrecht,3,44.03,1.0,72.91,4580035.0,2016575.0,1968337.0,42333.0,Staatsordnung,Rechtsordnung,Strafrecht,1.0,1,1,1,37,2,111,51,.,1.0,2.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/1620,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930128,https://swissvotes.ch/vote/417.00,2
418.0,1995-03-12,1991-1995,Direkter Gegenentwurf,Landwirtschaftsartikel,4,37.93,0.0,49.12,4583930.0,1738895.0,1702322.0,32030.0,Landwirtschaft,Agrarpolitik,,1.0,1,1,1,38,0,118,56,0,1.0,2.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/15453,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19920070,https://swissvotes.ch/vote/418.00,4
419.0,1995-03-12,1991-1995,Fakultatives Referendum,Milchwirtschaftsbeschluss,4,37.94,0.0,36.53,4583930.0,1738955.0,1699352.0,34956.0,Landwirtschaft,Tierische Produktion,,1.0,1,1,1,39,1,111,46,.,1.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930039,https://swissvotes.ch/vote/419.00,2
420.0,1995-03-12,1991-1995,Fakultatives Referendum,Landwirtschaftsgesetz,4,37.92,0.0,33.59,4583930.0,1738353.0,1696671.0,37002.0,Landwirtschaft,Agrarpolitik,,1.0,1,1,1,36,4,93,34,.,1.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,1.0,5.0,2.0,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/15413,https://www.parlament.ch/afs/data/d/gesch/1992/d_gesch_19920416_620.htm,https://swissvotes.ch/vote/420.00,2
421.0,1995-03-12,1991-1995,Obligatorisches Referendum,Ausgabenbremse,4,37.86,1.0,83.38,4583930.0,1735266.0,1668056.0,61545.0,Öffentliche Finanzen,Öffentliche Ausgaben,,1.0,1,1,1,27,6,109,53,0,1.0,5.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/18640,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930078,https://swissvotes.ch/vote/421.00,1
422.0,1995-06-25,1991-1995,Fakultatives Referendum,10. AHV-Revision,3,40.42,1.0,60.71,4591795.0,1856163.0,1828402.0,21621.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,AHV,1.0,1,1,1,37,2,138,27,.,1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,1.0,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/31128,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19900021,https://swissvotes.ch/vote/422.00,2
423.0,1995-06-25,1991-1995,Volksinitiative,Initiative «zum Ausbau von AHV und IV»,3,40.35,0.0,27.64,4591795.0,1852720.0,1806568.0,39614.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,AHV,2.0,2,2,2,3,36,51,123,409,2.0,1.0,2.0,,2.0,1.0,,,1.0,2.0,2.0,2.0,5.0,,,2.0,,2.0,2.0,,,2.0,2.0,2.0,1.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/31028,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930042,https://swissvotes.ch/vote/423.00,3
424.0,1995-06-25,1991-1995,Fakultatives Referendum,Gesetz über den Erwerb von Grundstücken durch Personen im Ausland,3,40.35,0.0,46.44,4591795.0,1852627.0,1797375.0,48577.0,Umwelt & Lebensraum,Boden,Bodenrecht,1.0,1,1,1,39,0,149,19,.,1.0,1.0,1.0,,1.0,4.0,,,5.0,2.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/24530,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19940032,https://swissvotes.ch/vote/424.00,2
425.0,1996-03-10,1995-1999,Obligatorisches Referendum,Sprachenartikel,5,31.03,1.0,76.17,4599427.0,1427282.0,1381205.0,41583.0,"Kultur, Religion & Medien",Sprachpolitik,,1.0,1,1,1,40,0,152,19,0,1.0,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,2.0,3.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/37166,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19910019,https://swissvotes.ch/vote/425.00,1
426.0,1996-03-10,1995-1999,Obligatorisches Referendum,Übertritt Vellerat zum Kanton Jura,5,30.99,1.0,91.64,4599427.0,1425539.0,1364833.0,55758.0,Staatsordnung,Föderalismus,Territorialfragen,1.0,1,1,1,42,0,160,5,0,1.0,1.0,1.0,,1.0,1.0,,,1.0,5.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/4738,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19950056,https://swissvotes.ch/vote/426.00,1
427.0,1996-03-10,1995-1999,Obligatorisches Referendum,Zuständigkeit im Bereich der persönlichen militärischen Ausrüstung,5,31.02,0.0,43.7,4599427.0,1426568.0,1376700.0,45376.0,Sicherheitspolitik,Armee,Rüstung,1.0,1,1,1,25,12,148,18,0,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,2.0,2.0,3.0,,,2.0,,2.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/60503,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19940073,https://swissvotes.ch/vote/427.00,1
428.0,1996-03-10,1995-1999,Obligatorisches Referendum,Aufhebung der Pflicht zur Übernahme von Brennapparaten und Branntwein,5,30.92,1.0,80.8,4599427.0,1422265.0,1349998.0,67318.0,Landwirtschaft,Pflanzliche Produktion,,1.0,1,1,1,42,0,164,7,0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/16094,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19940073,https://swissvotes.ch/vote/428.00,1
429.0,1996-03-10,1995-1999,Obligatorisches Referendum,Aufhebung der Beiträge an Bahnhofparkplätze,5,30.98,1.0,53.95,4599427.0,1425049.0,1374011.0,46519.0,Verkehr & Infrastruktur,Strassenverkehr,,1.0,1,1,1,38,1,111,53,0,1.0,5.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/21550,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19940073,https://swissvotes.ch/vote/429.00,1
430.0,1996-06-09,1995-1999,Direkter Gegenentwurf,Verfassungsartikel zur Landwirtschaft,2,31.42,1.0,77.59,4602577.0,1445966.0,1400408.0,41150.0,Landwirtschaft,Agrarpolitik,,1.0,1,1,1,41,0,163,14,0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,5.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/15453,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19920070,https://swissvotes.ch/vote/430.00,4
431.0,1996-06-09,1995-1999,Fakultatives Referendum,Regierungs- und Verwaltungsorganisationsgesetz,2,31.34,0.0,39.39,4602577.0,1442422.0,1382620.0,55124.0,Staatsordnung,Institutionen,"Regierung, Verwaltung",1.0,1,1,1,40,2,91,62,.,1.0,1.0,2.0,,1.0,5.0,,1.0,5.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,2.0,,,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/dossiers/860,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19930075,https://swissvotes.ch/vote/431.00,2
432.0,1996-12-01,1995-1999,Volksinitiative,Initiative «gegen die illegale Einwanderung»,2,46.75,0.0,46.34,4612266.0,2156106.0,2121168.0,28657.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Asylpolitik,2.0,2,2,2,3,35,36,139,194,2.0,2.0,1.0,,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,2.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/33120,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19940061,https://swissvotes.ch/vote/432.00,3
433.0,1996-12-01,1995-1999,Fakultatives Referendum,Arbeitsgesetz,2,46.72,0.0,32.97,4612266.0,2154933.0,2116835.0,32146.0,Wirtschaft,Arbeit und Beschäftigung,Arbeitsbedingungen,3.0,1,1,1,27,6,89,80,.,1.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,2.0,1.0,3.0,,,2.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/26843,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19940013,https://swissvotes.ch/vote/433.00,2
434.0,1997-06-08,1995-1999,Volksinitiative,Initiative «EU-Beitrittsverhandlungen vors Volk!»,3,35.44,0.0,25.95,4614662.0,1635564.0,1606160.0,24417.0,Aussenpolitik,Europapolitik,EU,2.0,2,2,2,0,37,10,174,185,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,2.0,,,2.0,2.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/10755,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19950061,https://swissvotes.ch/vote/434.00,3
435.0,1997-06-08,1995-1999,Volksinitiative,Initiative «für ein Verbot der Kriegsmaterialausfuhr»,3,35.47,0.0,22.5,4614662.0,1636833.0,1605033.0,26845.0,Aussenpolitik,Aussenwirtschaftspolitik,,2.0,2,2,2,3,32,60,111,221,2.0,1.0,2.0,,2.0,1.0,,5.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,2.0,,,2.0,2.0,2.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/9169,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19950015,https://swissvotes.ch/vote/435.00,3
436.0,1997-06-08,1995-1999,Obligatorisches Referendum,Aufhebung des Pulverregals,3,35.25,1.0,82.18,4614662.0,1626896.0,1543211.0,77520.0,Sicherheitspolitik,Armee,Rüstung,1.0,1,1,1,43,0,182,0,0,1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/11746,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19960034,https://swissvotes.ch/vote/436.00,1
437.0,1997-09-28,1995-1999,Fakultatives Referendum,Finanzierung der Arbeitslosenversicherung,2,40.62,0.0,49.18,4620084.0,1876622.0,1832818.0,37703.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Arbeitslosenversicherung,1.0,1,1,1,36,5,105,65,599,1.0,2.0,1.0,,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/29945,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19960079,https://swissvotes.ch/vote/437.00,2
438.0,1997-09-28,1995-1999,Volksinitiative,Initiative «Jugend ohne Drogen»,2,40.82,0.0,29.34,4620084.0,1886054.0,1859773.0,20248.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,2.0,2,2,2,2,35,42,128,644,2.0,2.0,1.0,,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,5.0,,,2.0,,1.0,2.0,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/28838,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19950046,https://swissvotes.ch/vote/438.00,3
439.0,1998-06-07,1995-1999,Obligatorisches Referendum,Haushaltsziel 2001,3,40.92,1.0,70.7,4629496.0,1894433.0,1810815.0,76513.0,Öffentliche Finanzen,Öffentliche Ausgaben,,1.0,1,1,1,37,6,110,63,0,1.0,2.0,1.0,,1.0,2.0,,2.0,5.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/18708,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19970042,https://swissvotes.ch/vote/439.00,1
440.0,1998-06-07,1995-1999,Volksinitiative,«Gen-Schutz-Initiative»,3,41.32,0.0,33.29,4629496.0,1913034.0,1877266.0,29169.0,Bildung & Forschung,Forschung,Gentechnologie,2.0,2,2,2,0,40,44,107,209,2.0,1.0,2.0,,1.0,1.0,,5.0,5.0,1.0,1.0,2.0,2.0,2.0,,2.0,,2.0,1.0,,,2.0,2.0,2.0,5.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/28271,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=19950044,https://swissvotes.ch/vote/440.00,3
